Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Total Fwd Packet,Total Bwd packets,Total Length of Fwd Packet,Total Length of Bwd Packet,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Packet Length Min,Packet Length Max,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWR Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Fwd Segment Size Avg,Bwd Segment Size Avg,Fwd Bytes/Bulk Avg,Fwd Packet/Bulk Avg,Fwd Bulk Rate Avg,Bwd Bytes/Bulk Avg,Bwd Packet/Bulk Avg,Bwd Bulk Rate Avg,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,FWD Init Win Bytes,Bwd Init Win Bytes,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label,Traffic Type,Traffic Subtype
b51a368d5fabd383c642dd98bbd2a3145ab96cb88217932fa3c6aa92b08ebeaa,10.106.50.183,0,172.21.16.101,2,4,2023-01-01 00:58:30,2,0,1,2,0,3,1,1,0,3,2,0,2,2,2,2,0,3,0,0,0,0,0,0,1,0,0,1,2,1,0.0,0,0.0,1,2,0,3,0,2,0,0,2,0,0,2,1,2,0,0,0,2,0,1,1,0.0,,,2,2,3,0,2,0,2,2,0,0,0,2,2,0,0,1,0,3,0,0,Audio,Video HTTP
8cebf4aed8e55b0daf716308ae680c1ec7dcb2e3d63d30fcd4de894c737bb0be,10.113.195.54,1,10.195.146.126,3,4,2023-01-01 00:29:16,2,3,1,0,2,3,0,0,0,3,0,2,2,2,2,0,0,0,2,3,0,0,2,0,3,0,0,0,0,0,,0,,3,0,2,1,0,4,2,0,3,2,0,0,2,0,0,2,2,0,0,0,0,,,,2,2,2,0,0,0,2,0,0,0,0,2,0,0,0,2,2,0,0,0,Background,Video HTTP
bafd1f12d58f14256c281e430c2e1920ee4ee47891e6af7b5ec939d42790832f,192.168.154.63,1,192.168.193.227,2,0,2023-01-01 01:27:51,2,0,2,2,0,0,0,3,0,3,2,0,0,0,0,0,0,3,1,3,0,0,1,3,3,0,0,3,0,0,0.0,0,,3,2,0,0,0,3,2,0,0,0,2,1,0,2,1,0,0,2,1,0,1,0.0,,,0,0,3,2,0,2,0,0,2,0,0,0,2,0,0,1,1,0,1,0,Background,Video HTTP
ff5862441d8e07db39c1289c4cff94a3ad48fc3bede0eac0bdb3ad8959ecb317,172.24.88.177,3,10.240.117.242,0,4,2023-01-01 01:27:54,2,2,2,0,2,3,1,0,3,0,0,0,0,3,0,2,1,3,0,3,2,2,0,1,2,2,2,0,1,0,,0,,3,2,0,3,0,2,3,0,0,1,0,0,0,2,0,1,0,0,2,0,1,,,,2,1,3,0,0,2,0,0,1,2,4,0,2,0,2,3,2,0,3,0,Background,Audio
a49cc6dc3ec7aa47c8f7304472dbbdd32c2b4e288de5d11874a3b542ad7ec2b1,192.168.118.171,3,172.21.130.115,2,0,2023-01-01 00:29:19,0,1,0,0,0,1,3,2,0,0,2,0,0,0,2,1,0,2,2,2,1,0,0,1,0,2,2,2,0,0,0.0,0,,0,2,0,0,3,0,3,3,3,2,0,0,1,2,2,0,0,2,0,2,0,0.0,,,2,0,0,2,0,2,0,1,0,2,0,2,2,2,0,0,0,0,1,0,Audio,Video RTP
b9956b6f2d3bce571b51cb1555bc9c41539b0b9ea3acb4444b4822ef4f5a1466,192.168.128.102,4,192.168.122.183,3,0,2023-01-01 00:58:40,3,2,0,0,0,0,0,0,3,0,0,0,0,3,0,3,0,2,3,1,0,0,3,2,3,2,1,0,0,2,,0,0.0,3,2,0,0,1,0,0,2,2,0,0,0,0,2,0,0,0,2,3,1,2,0.0,,,0,0,0,0,0,0,0,3,0,2,0,0,0,1,2,3,3,0,0,0,Video,Audio
2239f0425d22b4b3a3b3423fa05ffed4c652ccf9264f81c86cb53c5eca8589a9,192.168.11.245,3,172.29.126.3,3,2,2023-01-01 00:58:42,0,0,1,2,0,0,1,3,0,0,0,0,0,1,2,2,1,2,0,1,1,0,2,0,0,2,2,0,1,0,,0,0.0,2,2,0,0,0,0,0,0,3,0,0,1,0,0,1,0,2,2,0,2,0,,,,1,0,0,0,0,0,0,0,2,0,3,0,0,0,2,2,0,3,0,0,Video,Video RTP
4b9929a869f1d504a7e1c02051bf7c6b154d79714b0c180fbf62dc7b7ea9bc2b,192.168.139.216,0,10.190.157.112,1,3,2023-01-01 00:58:44,0,3,0,0,2,1,2,0,1,2,0,0,0,2,1,0,3,2,2,3,3,3,0,3,3,0,0,3,0,0,,1,,2,2,0,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,3,2,2,,,,1,2,2,0,2,2,0,3,0,2,4,2,2,0,0,3,1,0,0,0,Background,Video RTP
10ff4d4fe58ac01f2a960083dccb3be54c333d494c2222e944cde4714bf69b6f,192.168.96.204,0,172.24.226.230,3,0,2023-01-01 00:58:46,2,0,2,1,0,3,2,1,0,3,2,0,0,3,1,0,0,1,1,0,0,0,0,2,2,0,0,1,0,1,,0,,3,2,0,3,0,4,0,3,3,3,2,1,0,2,0,2,0,2,0,0,0,,,,1,1,0,1,2,0,0,0,0,0,0,0,2,0,0,2,2,3,0,0,Audio,Video UDP
64b41dee105f9dada271bfc023a8eb958b315db24e456e4354e70e8736544297,172.24.50.96,0,10.247.113.124,0,1,2023-01-01 00:29:24,0,0,0,1,0,1,2,0,1,2,0,0,2,3,0,0,2,0,2,2,2,3,3,0,3,1,1,3,0,0,0.0,0,,0,2,2,3,0,1,3,0,0,0,0,1,2,0,0,0,0,2,0,0,0,,,,2,2,0,2,0,2,0,0,0,2,0,0,0,0,2,0,2,2,0,0,Background,Video RTP
4c30849c4520befc1c6aa3d6ef086cfe783a0cc8f1da4f9ad5af8c2f35131a1b,172.30.172.206,2,10.126.46.173,2,0,2023-01-01 00:29:25,3,3,2,0,2,1,0,2,3,0,0,1,2,3,0,0,3,0,3,1,0,3,2,2,0,0,0,0,0,0,0.0,0,,3,1,0,0,3,0,3,3,3,0,1,0,0,0,0,0,0,0,1,0,0,,,,2,0,2,1,1,0,0,0,0,1,4,2,2,0,1,0,1,0,1,0,Background,Audio
e07c210d13e028f0ad1775010c76baba694d79c4327b8aafed02edf71d86929d,10.82.80.227,0,10.252.223.229,2,3,2023-01-01 00:58:52,0,0,0,2,2,0,3,0,3,2,0,0,1,3,0,0,0,1,0,1,1,2,3,2,3,0,0,0,1,2,,0,0.0,0,0,0,2,3,0,2,0,2,3,0,1,2,2,0,1,0,0,0,0,2,,,0.0,0,2,0,0,2,0,2,3,1,2,4,1,0,0,2,1,1,0,0,0,Background,Video UDP
4f9cd365ac017eb7742c57d2522cbdcc880b9927eb0e2f04752b184c6d260377,192.168.155.248,2,172.25.72.100,0,3,2023-01-01 01:28:21,2,2,2,2,0,0,0,1,0,1,0,0,0,0,2,2,0,0,0,2,2,0,0,0,3,0,0,2,2,0,,0,,3,0,2,3,3,3,2,3,0,3,2,1,0,0,0,0,1,0,2,1,2,,,,0,0,3,0,2,0,0,0,2,2,0,0,2,2,0,0,0,0,1,0,Audio,Background
996e1e4521894cc8cd1a12a4b452aab19b49e4876a55bb4a837264933938ad07,10.153.122.161,3,192.168.93.90,2,4,2023-01-01 00:29:28,1,3,1,2,0,0,1,0,3,0,1,2,1,3,1,0,1,3,0,0,2,1,3,2,0,2,0,0,2,0,,2,,3,0,1,0,2,1,0,3,3,3,0,0,0,1,0,0,1,0,2,0,0,,0.0,,2,1,2,0,0,2,0,2,2,0,0,0,0,0,0,2,0,2,2,0,Video,Text
50c42f3d44af6c96429013047688f3b0a6c02e9d279afb3b8ad845e8051a8f12,192.168.62.5,1,10.88.127.114,3,0,2023-01-01 00:58:58,3,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,3,0,3,2,2,2,2,2,3,2,1,,2,,0,2,0,0,3,3,0,2,2,0,0,0,0,2,0,0,0,0,0,2,0,,,,0,0,3,2,2,2,0,0,2,0,4,1,0,1,0,3,3,3,1,0,Video,Text
147e5e999d172135c0d66c723f4d52dc14548bb3029795d6245c246cb666983d,10.156.111.132,3,192.168.90.100,3,2,2023-01-01 01:28:30,2,3,2,1,0,0,0,0,0,3,2,0,0,0,0,1,0,0,2,3,0,2,2,1,0,1,2,0,2,0,,2,,0,0,0,0,3,2,0,0,3,0,3,1,0,1,0,0,0,0,2,0,0,0.0,0.0,,2,2,0,0,1,2,0,2,1,0,3,0,0,1,2,0,3,3,0,0,Video,Video UDP
8d99d25555f4f2d02b2689ee3a7dc109218a7159f3e5135232fed79b684fcc94,172.27.10.242,4,192.168.32.168,2,0,2023-01-01 00:59:02,0,3,0,2,0,3,0,0,0,0,2,2,0,3,0,1,1,3,0,0,1,1,0,0,3,1,1,1,0,2,,0,,3,0,0,3,3,4,2,1,3,0,0,0,2,2,0,1,2,0,3,2,0,,0.0,,1,2,1,1,2,0,2,0,2,2,0,2,0,1,0,2,0,3,0,0,Text,Audio
15f76c232aad6c9d4bbcd63965ae10e4c1e5a061243d9983a4e6ee9c0d7607c8,10.135.159.120,2,192.168.8.166,3,4,2023-01-01 00:29:32,3,3,0,2,2,0,1,0,2,3,2,0,2,2,2,1,0,0,0,1,2,2,1,2,0,0,0,0,0,2,,0,,0,0,0,3,1,0,0,3,2,0,3,0,2,2,0,0,2,2,1,0,0,,,,2,0,0,0,0,0,2,3,0,2,0,1,2,0,2,0,2,2,0,0,Text,Video UDP
18172a2d5aa4154bc974b9fcc9992b7730bb0c3cf2b168fe0b28464f4d0842ab,172.17.225.201,4,10.96.175.17,0,3,2023-01-01 01:28:39,3,2,2,1,2,3,3,0,0,0,2,0,2,0,0,1,0,2,3,0,0,3,0,0,2,0,1,3,0,0,,2,0.0,3,0,0,0,3,0,3,2,2,0,2,1,0,2,0,0,0,2,0,0,2,,0.0,,0,2,3,2,0,2,2,0,2,0,0,2,0,1,0,0,0,1,1,0,Audio,Audio
5ef1192bdeeb19a45f2b93045936679fd5978db6fda789789f693988ade33eec,192.168.63.81,0,192.168.63.232,3,1,2023-01-01 00:59:08,0,3,2,0,0,3,0,0,3,3,1,0,1,2,0,0,0,2,0,3,2,0,0,0,2,0,2,0,0,2,,1,,3,2,0,2,2,0,1,0,0,0,1,1,2,2,1,0,0,0,0,0,0,,,,2,2,1,2,2,2,0,3,2,2,3,2,0,2,0,0,0,1,2,0,Background,Audio
801eccc39384cba80c2f8722866ac6cfde1d53cd958aec5f0c17674957e986aa,172.31.207.34,1,192.168.66.73,2,4,2023-01-01 00:29:35,2,3,0,0,0,0,0,0,2,3,0,0,2,3,0,0,0,3,0,2,2,0,2,3,3,2,0,3,0,1,,0,,0,0,0,0,0,1,0,0,3,0,0,1,0,0,0,0,0,0,1,2,1,,,,0,2,0,0,0,2,0,2,2,0,0,1,0,0,2,3,3,0,1,0,Text,Text
9287852ab25933d116c027cf6d4947299056d13b8d27ea08d31b1bf9c0855d8b,10.141.36.225,2,172.27.95.118,0,0,2023-01-01 01:28:48,3,0,2,2,2,1,3,3,1,0,0,1,1,3,2,3,0,0,0,0,1,1,3,0,3,0,0,0,0,0,,2,0.0,2,2,0,0,2,0,0,2,0,3,2,1,0,2,1,0,0,2,2,0,2,,,,0,2,2,0,2,0,0,3,2,2,0,2,0,2,2,1,3,2,3,0,Background,Text
c3099fc5150d158b3480127de6e860a0f3b57752609a720a42107688c112d8c5,172.30.229.56,3,192.168.147.90,0,0,2023-01-01 00:59:14,2,2,2,2,0,1,0,3,0,3,2,0,2,0,0,2,1,0,1,3,0,0,3,0,0,2,0,0,0,0,0.0,0,,2,0,0,0,2,3,0,0,2,3,3,0,0,2,0,1,0,0,3,0,0,,,,0,0,0,2,0,0,2,0,0,0,4,0,2,0,0,1,3,0,0,0,Audio,Video RTP
99522c79635e64844ce5f1b406302cbce7ce5e71d2cf27a284af5900455b77a4,192.168.230.241,4,10.231.153.94,3,4,2023-01-01 00:29:38,3,3,0,2,0,0,3,0,2,3,2,0,0,3,1,3,3,3,3,2,2,0,0,0,3,0,0,2,0,2,,0,0.0,2,2,2,2,2,2,0,3,0,3,3,0,0,1,0,0,0,2,3,1,0,0.0,0.0,,0,2,3,0,0,0,0,2,0,0,2,0,0,2,0,2,0,3,0,0,Background,Background
8f2a88d19e04c76feae2f9f72d0e2c5462c06fd35f03a6d1053e3766f0f165b2,10.191.31.91,2,172.30.50.27,1,4,2023-01-01 01:28:57,0,3,2,0,0,3,2,0,0,2,2,2,0,3,0,0,1,1,3,3,3,2,2,0,3,0,0,0,2,1,,0,,3,2,2,0,2,2,3,0,0,1,0,0,2,2,0,0,0,0,0,1,0,,,,2,2,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,Video,Background
2d1918ce931eea4a6b427859b16d61441b57be59526e7622896431f69a34c2a6,172.23.179.30,3,10.25.166.125,2,4,2023-01-01 01:29:00,1,2,2,1,0,1,0,3,0,0,0,0,0,2,2,1,2,3,0,3,2,3,3,0,0,0,1,2,0,0,0.0,0,,3,2,0,0,0,3,3,0,3,0,0,0,1,0,0,0,0,0,0,0,1,,,0.0,0,0,3,0,0,2,2,2,2,0,4,0,2,0,0,3,3,3,3,0,Audio,Audio
689b7674f217a54a2eaa964f5a2139e056b823085a8f371462766fb4934ef843,172.31.245.21,2,10.13.201.40,3,3,2023-01-01 00:59:22,0,0,2,0,0,3,1,3,2,3,0,2,0,0,2,0,1,2,0,1,0,0,0,1,3,2,2,2,0,2,,2,,3,2,2,1,0,2,0,0,2,1,3,1,1,1,2,0,2,2,1,2,0,,0.0,,2,0,0,2,0,2,0,3,2,1,1,1,0,0,1,1,0,3,1,0,Video,Video UDP
39288bd1bb4e6f7a7d4c52ff8fb8fcd59f13fc7a9afcd3e023ae253bbfec9c6a,10.136.111.70,2,172.17.7.222,2,4,2023-01-01 00:29:42,2,1,2,0,0,0,3,3,3,3,0,0,0,0,0,0,2,2,2,0,0,2,3,0,3,2,1,1,0,0,,0,0.0,3,0,0,3,3,0,3,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0.0,0.0,,2,1,3,1,1,2,2,0,0,2,4,0,0,0,2,3,1,3,0,0,Text,Video RTP
70088c822fbb6426e53f09d5a2d52a752ca718fe7ebd3c1742aa0f4aa50a9a67,192.168.61.79,0,172.19.44.33,0,0,2023-01-01 00:29:43,3,0,0,0,0,0,0,0,0,3,0,0,2,3,0,2,0,2,0,3,1,0,0,2,0,0,0,0,1,2,,2,,3,2,2,2,3,3,3,1,0,1,2,0,0,0,0,2,0,2,0,0,2,,,,0,2,3,0,2,2,0,1,2,0,0,0,0,1,0,0,3,3,2,0,Background,Video RTP
6ef005892c0d363ec52733f8f3fdedd67e05c3288c47b4e830ebe8860e1dc7e8,192.168.183.108,4,10.132.172.71,1,4,2023-01-01 00:29:44,1,3,0,0,0,0,0,1,1,3,0,2,2,3,0,0,3,0,0,3,0,2,0,1,2,0,0,0,0,1,,0,,0,0,2,3,2,0,0,2,2,0,0,0,2,0,0,1,0,0,1,0,2,0.0,,,2,1,3,0,2,2,2,3,0,2,1,0,0,0,0,1,2,0,0,0,Background,Video UDP
7ab3b4542ffcb7fe7f0ca8674e0cf3d06135cf3fdc016d4f3cf6e0a055e091a9,10.104.223.91,1,10.253.98.180,3,0,2023-01-01 01:29:15,2,0,2,2,2,3,0,1,0,2,0,0,2,3,0,0,3,0,2,2,1,2,2,2,0,0,2,0,2,2,0.0,0,0.0,3,2,0,0,3,0,0,0,1,2,0,1,0,2,0,0,0,0,0,0,0,,,0.0,1,0,0,0,0,0,2,3,0,0,1,0,2,2,0,2,2,0,0,0,Audio,Text
ef3d4799b75270cd06266f95d6adb0e6d9bca567a79f80017b8f5581f23653d1,192.168.214.146,0,172.29.152.93,2,0,2023-01-01 00:29:46,3,3,0,2,0,1,2,2,3,0,2,0,0,2,0,1,2,0,3,2,3,3,0,1,3,0,2,0,0,2,,0,,0,2,0,0,1,0,0,1,0,0,1,2,0,2,0,0,0,0,2,3,1,,,0.0,0,2,0,0,2,2,0,0,0,2,0,2,2,0,2,0,1,0,0,0,Background,Audio
b9ca9b458c1529256bf4a28b0e6208a299d42cc16211058076a23e0418717b2a,10.16.50.253,2,172.20.16.223,0,4,2023-01-01 00:29:47,3,3,0,2,2,1,3,2,0,3,2,2,1,3,2,3,0,0,3,2,2,1,0,0,2,0,0,3,2,2,0.0,0,,3,0,0,0,2,2,2,3,3,2,0,0,2,2,0,1,0,0,0,3,0,,,,0,1,3,0,0,0,0,3,1,0,1,0,0,0,2,3,0,3,0,0,Text,Video UDP
c95a10dc6d1ffd070672ebe0f714beaa557a22ca1a3bc2016dcc025f6c552d9a,192.168.174.125,3,172.24.165.118,0,0,2023-01-01 01:29:24,0,0,2,2,1,2,1,1,3,3,0,0,0,3,0,1,0,3,2,2,2,0,3,2,3,0,0,0,0,2,0.0,2,,0,0,2,0,1,3,0,3,0,0,3,0,2,2,0,0,0,2,0,3,1,,,,2,2,0,0,2,2,0,0,2,0,0,0,0,0,0,0,3,3,2,0,Text,Background
20ba57957b5e8efd2bd550d53988245d3176dc1da09a5d0c084dbcc86a9c0260,192.168.82.218,3,172.30.127.203,2,3,2023-01-01 01:29:27,3,3,2,2,2,3,3,1,2,0,1,0,0,0,2,0,2,2,0,0,0,3,0,2,0,0,0,0,0,0,,1,,3,2,0,0,0,2,2,0,0,2,0,2,1,2,0,1,0,0,3,1,2,0.0,,0.0,0,0,0,0,0,2,0,2,2,2,1,2,0,2,2,3,0,2,1,0,Audio,Video UDP
19e3b8c22495b3a536a73aa5ead3326f47f39e12f69a01bff60b9e43f519e9b1,10.217.204.185,2,172.31.95.196,2,1,2023-01-01 00:59:40,3,2,1,2,2,0,0,1,0,2,0,0,0,2,0,3,2,0,0,3,0,3,3,0,0,2,2,1,0,0,,2,,2,2,0,3,3,4,3,3,2,2,0,0,2,2,2,0,1,0,1,1,0,0.0,,,0,2,0,2,2,0,0,3,0,2,0,0,0,0,0,2,0,3,0,0,Background,Video RTP
8c71c8dd84e33412356f4dd511b492a559716720df73a94a2021e20b29c08090,172.17.7.233,2,192.168.38.175,0,3,2023-01-01 00:59:42,0,0,0,2,0,0,1,0,2,3,0,2,2,3,2,0,1,3,1,3,0,1,0,0,0,0,0,3,2,0,,2,,3,0,2,0,0,0,1,2,3,0,0,1,0,0,2,2,0,2,0,3,2,,,0.0,2,0,0,2,0,0,2,3,2,2,0,0,0,2,0,2,0,0,1,0,Video,Video HTTP
8773e5282882fb22905eb2c8d0a137b879a522117af97b989d1c00fe596f33a0,10.251.177.141,3,10.95.180.125,3,3,2023-01-01 01:29:36,1,0,2,0,0,0,0,3,2,0,0,2,2,2,0,0,1,1,0,1,0,0,0,3,2,0,2,0,2,2,,0,,0,0,2,3,0,0,3,0,0,0,2,0,0,2,0,0,0,0,0,0,0,,0.0,,2,2,0,2,0,0,2,2,0,0,0,0,2,0,2,3,3,2,1,0,Background,Video UDP
f353286e0c1212bbc0079c82e735dc3257f42cd0ec3f96347fcdf8e08e259678,172.21.150.227,2,10.139.128.137,1,3,2023-01-01 00:29:53,3,0,0,2,0,3,0,0,0,0,0,2,1,3,0,2,0,0,0,2,1,3,0,0,2,1,2,2,1,0,,0,0.0,0,0,0,0,2,0,3,0,1,0,3,2,2,0,1,0,0,0,0,1,1,,,0.0,2,0,0,2,0,0,0,2,2,0,4,2,2,1,2,1,2,2,1,0,Video,Audio
f545fa939a20712ba00394a0235c337ba96e045e418ec63ca07fe97682c3a535,10.84.253.70,2,172.20.131.233,1,0,2023-01-01 00:29:54,3,3,1,1,2,2,0,1,1,0,2,1,2,0,0,3,0,3,3,3,0,0,3,2,2,0,0,2,2,0,,2,,3,0,1,0,0,4,2,0,0,3,0,1,1,0,2,0,0,2,2,3,2,0.0,,,0,2,3,2,0,2,0,0,0,0,1,0,0,0,0,0,3,0,3,0,Video,Video HTTP
ddcadedb170e6765954c2e35f5ce733794db147821965f730f98d27430d33f7e,192.168.23.61,3,172.22.96.10,3,4,2023-01-01 00:59:50,0,2,0,2,1,1,2,2,0,0,0,1,2,3,2,2,3,3,0,2,1,0,3,1,0,2,0,0,0,0,,2,,0,0,2,0,2,4,2,0,0,2,0,1,0,0,0,0,0,2,0,2,0,,0.0,,2,0,3,0,0,2,2,3,2,0,1,0,0,1,2,0,1,3,3,0,Video,Background
1cfa3809ce3ad17b20b0fb4118004a023e4665104fb3d17eedba768599b0aa9e,10.254.106.85,4,192.168.219.23,0,4,2023-01-01 01:29:48,3,3,2,2,0,0,1,0,0,0,0,2,2,3,2,0,2,1,0,0,2,0,0,1,2,0,0,3,0,0,,0,,3,0,0,3,2,3,3,2,0,1,1,1,0,0,0,0,0,0,2,0,0,0.0,,0.0,0,0,3,2,2,0,2,0,1,0,4,0,0,0,0,0,0,0,3,0,Audio,Video RTP
36eb42c8775bf78b9c9989be6b5ff80c96d90d2264a0b6fbac8835da3d517d16,192.168.3.79,3,10.99.213.167,3,4,2023-01-01 00:29:57,2,3,1,0,0,0,1,0,3,3,2,0,1,0,1,0,3,2,1,0,0,0,1,0,3,0,2,0,0,0,0.0,1,,0,0,2,0,0,4,2,0,1,2,2,1,2,0,2,0,2,0,3,3,1,,,,0,0,0,0,0,1,0,1,2,2,3,0,2,1,2,3,1,0,1,0,Text,Audio
43b8b4396e3ad9f73a493804e998381df87c634921918e4dfea7e3f159324ada,172.24.198.241,0,10.40.102.240,2,0,2023-01-01 01:29:54,2,0,0,0,2,0,3,0,1,0,1,2,0,1,1,0,3,0,0,0,3,0,0,2,1,0,0,3,0,0,,0,,0,0,2,0,2,3,3,2,3,3,2,0,0,2,0,0,0,2,0,3,2,,,,0,0,0,1,2,1,1,0,0,2,1,0,0,2,2,0,0,0,0,0,Audio,Video UDP
e548243d3611d16efcd9599344afe212ee8f829702fb759eee21fcb4006fa7e4,10.12.222.53,0,192.168.173.2,0,0,2023-01-01 00:59:58,0,0,2,2,0,0,3,0,0,0,0,0,0,0,0,0,3,2,0,3,0,3,3,0,2,0,1,0,2,0,,0,,3,1,2,2,0,0,1,0,0,2,0,1,0,0,1,0,0,2,0,1,0,,,,2,0,3,1,2,0,0,2,0,1,4,2,2,0,0,0,3,2,0,0,Audio,Background
d769d4e2dd438f18496a723f31bde2fc72ecb1f720da3c7701f3a7c6190fcd52,192.168.111.129,0,192.168.121.191,2,1,2023-01-01 01:30:00,2,0,2,0,0,0,0,2,3,3,1,0,0,0,0,1,0,2,0,2,1,2,1,2,2,2,0,3,0,0,0.0,0,0.0,3,0,0,0,0,3,0,2,0,2,2,0,2,0,0,1,0,0,1,0,0,,,0.0,2,0,0,1,0,1,0,3,2,1,0,2,2,0,0,1,2,1,1,0,Text,Video HTTP
b635e697b0269f1992df800427c2d0d43fcb9422af216dd878b4a7fd848cbdff,10.170.119.205,0,10.77.30.110,1,3,2023-01-01 01:30:03,0,3,0,0,0,2,0,1,0,2,0,2,1,3,2,0,1,1,0,0,0,0,1,1,0,0,0,0,2,0,,1,,2,2,2,0,0,4,3,0,0,2,0,1,1,2,0,0,0,0,2,1,2,,,,0,0,3,2,2,2,0,0,0,2,0,0,2,2,0,0,0,0,2,0,Background,Video UDP
214e30d2826a35c7d6df55afb1d5bb86a0f0477319c32cacb18e8922277679b0,192.168.204.149,0,192.168.173.116,0,2,2023-01-01 01:00:04,0,3,2,0,0,3,2,0,0,2,0,2,0,3,0,0,3,1,3,1,1,0,0,0,0,0,2,0,2,0,,0,,0,1,0,0,0,4,2,0,2,0,0,0,2,2,1,0,0,0,0,0,2,,,,2,1,3,2,2,2,0,0,2,2,0,1,0,2,2,0,3,2,1,0,Video,Video RTP
dc635f2dc270710b37ddccc86ed3b3a04d4e0cd318db2cea9cb6f2c8363271f2,10.227.24.55,4,172.21.47.162,2,2,2023-01-01 01:30:09,2,0,0,0,2,0,0,0,3,3,0,2,2,1,2,2,2,1,1,0,2,0,3,0,3,0,2,0,2,0,0.0,2,0.0,0,2,2,0,2,3,3,0,0,3,2,0,0,2,0,0,0,2,2,0,0,,,,2,0,2,2,2,2,2,3,0,2,1,2,0,0,1,1,0,3,1,0,Video,Video RTP
5ef0e92c19a82acb2b597947747a336daadc0f3d924866c74b3881a8ae9e5014,192.168.45.193,1,172.24.20.61,1,0,2023-01-01 01:30:12,3,2,1,2,0,0,3,0,2,3,2,2,2,3,2,0,3,2,0,0,2,0,3,0,0,2,2,3,0,2,,0,,1,2,2,2,0,0,0,3,0,0,1,0,1,1,0,2,0,0,2,1,0,,,,0,1,0,1,0,0,2,0,0,0,0,2,2,2,0,3,3,0,0,0,Background,Video UDP
ae608c83abf8c2caa39f3d574fe9285fbef5d7cb804149bc1399b320abd42a8d,172.30.45.89,3,172.24.125.189,2,3,2023-01-01 00:30:05,3,0,0,0,2,3,3,0,3,1,1,2,1,2,2,0,0,3,2,3,0,1,3,1,3,2,1,0,2,0,0.0,1,,0,0,0,0,0,2,0,0,1,3,1,0,1,0,0,0,0,1,2,0,2,,,,0,2,0,2,1,2,2,2,2,1,1,1,2,2,2,0,2,0,1,0,Audio,Text
7351d69bc74bec37b434fc17f190ea506d118cdf1e48d20f2fb6490a20c77f67,172.24.179.249,0,10.56.145.95,0,4,2023-01-01 01:30:18,3,0,2,0,2,0,1,0,3,2,0,2,2,0,0,0,1,3,2,3,0,2,2,2,0,2,0,0,0,0,,0,,2,2,2,0,0,3,1,2,0,0,1,1,2,0,1,1,1,0,1,0,2,,,,1,0,3,0,0,0,0,0,0,2,1,2,0,1,2,0,1,0,0,0,Audio,Video UDP
6951d29b0265c8db5c6d9e49815b1bff90fa2ba56fcb6e02347249c5775a26eb,10.56.12.213,3,172.24.100.221,3,4,2023-01-01 00:30:07,3,3,2,1,0,1,0,0,3,2,2,1,1,0,1,2,1,0,2,0,1,0,0,0,0,2,0,3,0,0,,1,,2,1,2,0,3,1,0,0,1,2,2,0,0,1,0,1,2,0,2,2,0,0.0,,,2,1,0,2,0,0,0,3,0,2,0,0,0,2,0,2,2,3,0,0,Audio,Background
8916074766ef3203abfe29b89e910add957e7906e0eca7a68eb568c23abbfb40,172.23.88.203,0,172.31.237.72,0,2,2023-01-01 01:00:16,0,1,2,1,2,0,0,0,3,2,2,0,0,0,2,0,0,0,0,2,0,1,3,0,1,2,0,0,0,1,0.0,0,,3,0,0,0,0,1,0,0,0,0,0,1,0,2,0,0,0,2,3,3,2,,,,0,1,3,0,0,1,0,0,0,0,1,0,0,0,2,1,3,2,1,0,Audio,Text
f407e18f818c7c72bd025a6a75fa9eebd1afaf2a1c57aa3f6722aeca8488c5b4,10.84.60.176,3,10.25.71.75,2,4,2023-01-01 01:30:27,3,0,0,1,0,3,0,1,3,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,2,0,2,2,2,2,,2,0.0,0,2,2,0,1,4,0,0,2,3,0,0,0,2,0,0,2,0,1,0,0,,,,2,1,0,0,2,0,2,0,2,0,0,0,0,0,0,0,3,1,2,0,Video,Video UDP
